loss,categorical_accuracy,categorical_crossentropy,val_loss,val_categorical_accuracy,val_categorical_crossentropy
0.0039803325198590755,0.9853885769844055,0.12246270477771759,0.0033775584306567907,0.9877455234527588,0.1002749502658844
0.003864122088998556,0.9858372807502747,0.12301887571811676,0.003396230284124613,0.9876969456672668,0.09989858418703079
0.003814336145296693,0.9860783815383911,0.12024936079978943,0.0034395239781588316,0.9875807166099548,0.10078468918800354
0.0037083481438457966,0.9866970777511597,0.11971092969179153,0.0034076152369379997,0.9876987338066101,0.09724320471286774
0.0037778785917907953,0.9860990047454834,0.12044458836317062,0.0033767172135412693,0.9877803921699524,0.09961669892072678
0.0038081123493611813,0.9858148694038391,0.12053895741701126,0.0033862870186567307,0.9877271056175232,0.1000017374753952
0.003718077205121517,0.9858238101005554,0.12022784352302551,0.0033461572602391243,0.9877162575721741,0.09696038067340851
0.0037883450277149677,0.9861454963684082,0.12008540332317352,0.003358469344675541,0.9879326224327087,0.09988465160131454
0.0037947080563753843,0.9859873056411743,0.1219811886548996,0.0033632456324994564,0.9877815246582031,0.09762774407863617
0.0038080450613051653,0.9860749840736389,0.119041308760643,0.0033706026151776314,0.9879006743431091,0.09741432964801788
0.003845448838546872,0.9862044453620911,0.12152540683746338,0.0034281015396118164,0.9877461194992065,0.09661713987588882
0.003697945736348629,0.9865435361862183,0.11994330585002899,0.003403235925361514,0.98783278465271,0.0956706702709198
0.0036876744125038385,0.9863527417182922,0.11827605217695236,0.0033439823891967535,0.9879899621009827,0.09666094183921814
0.00374088273383677,0.9861394166946411,0.11853481829166412,0.0033459151163697243,0.9879888296127319,0.097988560795784
0.003693269332870841,0.9867308735847473,0.11823621392250061,0.003373753046616912,0.9879282116889954,0.09473547339439392
0.0037412068340927362,0.9859739542007446,0.11863601207733154,0.003381342627108097,0.9878090620040894,0.09641976654529572
0.003777673002332449,0.9859237670898438,0.11957455426454544,0.0033897235989570618,0.9878184199333191,0.09608146548271179
0.0036982728634029627,0.9861428141593933,0.11757322400808334,0.003357155481353402,0.9879229664802551,0.09560438245534897
0.0037203950341790915,0.9863227605819702,0.11769606173038483,0.0033884698059409857,0.9878441691398621,0.09505925327539444
0.0036817756481468678,0.9862174987792969,0.11720092594623566,0.003417643951252103,0.9877434968948364,0.09538447111845016
