loss,categorical_accuracy,categorical_crossentropy,val_loss,val_categorical_accuracy,val_categorical_crossentropy
0.19519388675689697,0.94670170545578,10.335086822509766,0.20822149515151978,0.9483221173286438,11.581351280212402
0.06623603403568268,0.9517132639884949,1.821693778038025,0.03163043037056923,0.9483221173286438,0.4184248447418213
0.02944154292345047,0.951976478099823,0.3879489600658417,0.029586708173155785,0.9483221173286438,0.38753804564476013
0.028137896209955215,0.9521878957748413,0.3621065318584442,0.027359694242477417,0.9483221173286438,0.4162191152572632
0.024567916989326477,0.9518871903419495,0.3341732621192932,0.025820136070251465,0.9483221173286438,0.3139594793319702
0.01939285546541214,0.9572784900665283,0.30694788694381714,0.016766956076025963,0.9633941054344177,0.2669995129108429
0.01610131561756134,0.9613368511199951,0.2858887016773224,0.014480454847216606,0.9650545120239258,0.2600364089012146
0.014350194483995438,0.9588021636009216,0.2584884762763977,0.013497999869287014,0.9621427059173584,0.21420204639434814
0.01283095683902502,0.9599742889404297,0.24661672115325928,0.012830128893256187,0.9587229490280151,0.22050754725933075
0.012014462612569332,0.9597548246383667,0.235042542219162,0.011062259785830975,0.9561943411827087,0.20915448665618896
0.011477148160338402,0.960284411907196,0.2284650206565857,0.009416325017809868,0.9705666899681091,0.23460693657398224
0.010898176580667496,0.9630739092826843,0.22189663350582123,0.009130246005952358,0.9679856896400452,0.17788085341453552
0.009902422316372395,0.9662559628486633,0.21391019225120544,0.009174460545182228,0.967452883720398,0.2111254781484604
0.00979772862046957,0.9651951789855957,0.214152991771698,0.008016071282327175,0.9748649597167969,0.18024925887584686
0.009553137235343456,0.9664725661277771,0.20920120179653168,0.007668742910027504,0.9777284860610962,0.22122368216514587
0.0096277492120862,0.9671608209609985,0.2099042683839798,0.007010394707322121,0.9789468050003052,0.18402323126792908
0.009168557822704315,0.9667341113090515,0.20486095547676086,0.00863313302397728,0.9698082208633423,0.259303480386734
0.008901708759367466,0.9685420393943787,0.20269252359867096,0.006916174665093422,0.9794180989265442,0.17687979340553284
0.008705366402864456,0.9694128632545471,0.20077094435691833,0.006736970506608486,0.9801233410835266,0.20720641314983368
0.008089771494269371,0.9706728458404541,0.19251175224781036,0.007002906408160925,0.9783695340156555,0.17658521234989166
0.00855665747076273,0.9677634835243225,0.19935481250286102,0.007342010270804167,0.9758573174476624,0.16680306196212769
0.007937964983284473,0.9695195555686951,0.19259954988956451,0.0061230105347931385,0.9802837371826172,0.1734059900045395
0.008348007686436176,0.9699592590332031,0.19093458354473114,0.007292099762707949,0.9759884476661682,0.14887720346450806
0.008099481463432312,0.9711302518844604,0.18995176255702972,0.0058257803320884705,0.9810782074928284,0.18498142063617706
0.007959743961691856,0.9712091088294983,0.1891779899597168,0.008134081028401852,0.9777231812477112,0.23045039176940918
0.007935008965432644,0.970331072807312,0.1914142221212387,0.008974399417638779,0.9718798995018005,0.1559448540210724
0.007697612978518009,0.9727863669395447,0.1881614476442337,0.006068533752113581,0.9752794504165649,0.13571970164775848
0.007302222773432732,0.9721449017524719,0.18128319084644318,0.006034851539880037,0.9771286249160767,0.13873842358589172
0.007385346572846174,0.9714733958244324,0.1801847517490387,0.005491242278367281,0.9775291085243225,0.16226378083229065
0.007207957096397877,0.9725285768508911,0.18110598623752594,0.005575227085500956,0.9812008738517761,0.19034352898597717
