loss,categorical_accuracy,categorical_crossentropy,val_loss,val_categorical_accuracy,val_categorical_crossentropy
0.0053247022442519665,0.9814006686210632,0.15520454943180084,0.004097798839211464,0.98417067527771,0.13716189563274384
0.0051269871182739735,0.9817892909049988,0.15029491484165192,0.004052416887134314,0.9842994809150696,0.1342829018831253
0.0050505585968494415,0.9820775389671326,0.14914318919181824,0.00394208449870348,0.9840064644813538,0.12688197195529938
0.005026195198297501,0.9823179841041565,0.14764805138111115,0.004105743486434221,0.9833823442459106,0.11650335043668747
0.004867047071456909,0.9832941293716431,0.1448165327310562,0.004019147716462612,0.9841926097869873,0.116007000207901
0.004846601281315088,0.9828455448150635,0.14306993782520294,0.004104409832507372,0.9846182465553284,0.12437907606363297
0.004783026408404112,0.9830785989761353,0.14436329901218414,0.004072943236678839,0.985078752040863,0.11550560593605042
0.00466602249071002,0.9837247133255005,0.13976232707500458,0.0037541647907346487,0.9858026504516602,0.11243433505296707
0.004596601705998182,0.9837538003921509,0.13743336498737335,0.003766769077628851,0.9861952066421509,0.1141931563615799
0.004681120160967112,0.9832120537757874,0.13799960911273956,0.003968366421759129,0.9842666983604431,0.11052241921424866
0.0046574329026043415,0.9837127923965454,0.13831272721290588,0.003947693854570389,0.9851911664009094,0.11212000995874405
0.004617249593138695,0.9834691286087036,0.13789060711860657,0.0038136898074299097,0.9861299395561218,0.10484384745359421
0.004528004210442305,0.9834223389625549,0.13437052071094513,0.0037099800538271666,0.9858084917068481,0.11112160980701447
0.004525403957813978,0.9837756156921387,0.1357600837945938,0.0037413272075355053,0.9856311082839966,0.09977713972330093
0.004447192419320345,0.9843255281448364,0.1335611343383789,0.0037283420097082853,0.9860002398490906,0.11708590388298035
0.004339050501585007,0.9844236373901367,0.13294760882854462,0.003672310383990407,0.9859551787376404,0.10874156653881073
0.004463842138648033,0.9837538003921509,0.13325786590576172,0.003489062422886491,0.9869560599327087,0.11260572820901871
0.004406097810715437,0.9840715527534485,0.13242419064044952,0.003719897475093603,0.9864501953125,0.11006839573383331
0.004383394028991461,0.9842584729194641,0.13239866495132446,0.0038018343038856983,0.9864815473556519,0.09377425163984299
0.004324210342019796,0.9847630858421326,0.13173149526119232,0.003547623520717025,0.9867572784423828,0.10727417469024658
0.004160437732934952,0.985460102558136,0.12919676303863525,0.0035016497131437063,0.9873330593109131,0.10360822081565857
0.004255552776157856,0.9848908185958862,0.12855349481105804,0.0036129672080278397,0.9869698286056519,0.09864383935928345
0.004014153499156237,0.9856182336807251,0.1241309866309166,0.003457991871982813,0.9873313307762146,0.11933943629264832
0.004169226158410311,0.9851178526878357,0.1281835287809372,0.003509031841531396,0.9865444302558899,0.10595116764307022
0.0040654675103724,0.9852067232131958,0.1242857277393341,0.0035756088327616453,0.986331045627594,0.10960379242897034
0.004031349904835224,0.985138475894928,0.12567193806171417,0.0034898214507848024,0.9871331453323364,0.10034677386283875
0.004084730055183172,0.9849539995193481,0.12423454225063324,0.0034381113946437836,0.987259030342102,0.10076763480901718
0.004067074507474899,0.9853419661521912,0.12519925832748413,0.0034287688322365284,0.9872437715530396,0.10064125806093216
0.003985016606748104,0.9856148362159729,0.1236608475446701,0.0034110487904399633,0.9876533150672913,0.10503432154655457
0.004069429822266102,0.9853240251541138,0.12473568320274353,0.0034710352774709463,0.9876506924629211,0.1025700494647026
